Original,EN
餐點不是普通的烏龍麵跟湯麵，是Q彈，調味也吃的出用心的美味，小捲烤的很新鮮，雞肉也軟嫩，份量很多的，吃的很飽，飲料也很好喝，美中不足是有點熱，但老板有事前說明，也可以接受。餐點設計很像在野餐！下次想要嚐嚐鬆餅,"The meals are not ordinary oolong noodles and soup noodles. They are Q bombs. The seasoning is also delicious. The small rolls are very fresh, the chicken is soft and tender, the portion is full, the food is full, the drink is also delicious, and the drink is delicious. The lack of beauty is a bit hot, but the boss has an ahead of time and can be accepted.The design of the meal is very similar to a picnic!Next time I want to taste the loose cake"
餐點味道中上，烤雞腿的皮很香。鹹甜乳酪蛋糕很特別，搭配肉鬆和紅肉李醬）。,"In the meal, the skin of the grilled chicken leg is very fragrant.The salty sweet cheesecake is very special, with meat pine and red meat Li sauce)."
"111/02/05約中午十二點半在店用餐，進門櫃臺人員很親切的問用餐人數並安排位子，還特別提醒今日未下雨可到外面看看海，左邊有賣一些文創商品（個人是沒去看），到了二樓服務人員很親切的從熱食，甜心，飲料耐心的介紹！（水跟餐具是自取的），上餐速度算快，個人點了「魚香奶醬溫泉蛋拌乾麵（小卷）→麵Q彈奶醬滿香的，小卷很新鮮，整體吃起來奶蛋味塔配的比例不錯（個人覺的）！魚香奶醬溫泉蛋是整個餐點的靈魂（差一點就把剩下的醬汁舔乾淨）！
「金山（原味）加水果雙乳酪蛋糕」（就…一般了點沒啥記憶點）！
「熱紫心地瓜牛奶」附上一小塊紫地瓜（我個人拿去沾乾拌麵的醬了，乾拌麵的醬真的太好吃了），紫心地瓜牛奶是帶有點小小顆粒的，而且是用保溫瓶裝滿貼心的！","111/02/05 dine at the store at about 12:30 noon. The staff at the counter asked very kindly to ask the number of meals and arrange seats. It also reminded that it would not rain today to see the sea outside. There are some cultural and creative products on the left. I did n’t go to see it), the service staff on the second floor was very kind to the hot food, sweetheart, and beattical introduction!(Water and tableware are taken by themselves). The meal speed is fast. Personally ordered ""Fish Fragrant Milk Sauce Eggs with dry noodles (small rolls) → noodle q bomb milk sauce is full of fragrant The proportion of the milk egg flavor tower is good (personally)!
""Jinshan (original) plus fruit double cheese cake"" (just ... there is no memory point)!
""Hot purple heart sweet potato milk"" attached a small piece of purple sweet potato (I personally took the sauce with dried noodles, the sauce with dried noodles is really delicious), purple heart sweet potato milk is a little small particles Yes, and the insulation bottle is full of intimate!"
各人喜歡昆布口味的，好好吃～甜點也很好吃，冰咖啡會用保溫瓶裝，他們說這樣才能維持最佳溫度，不過保溫瓶有點難壓……（而且拍照起來不好看😅）不過感覺業主很用心做料理，會想再去 …,"Everyone likes the taste of Kunbu, and it is delicious ~ Dessert is also delicious. Ice coffee will be wrapped in a thermos. They say that this can maintain the best temperature, but the thermos bottle is a bit difficult to press ... (and it is not good to take pictures) I feel that the owner is very careful about cooking, and he will want to go again ..."
"CP值不高 假日一人低消250但品項超過250的不多
調味還不錯但份量都很少
適合來看風景放放鬆就好對餐點期望不高
磅蛋糕本身的香蕉味很重搭配上面的巧克力醬也不會太甜
但鐵鍋鬆餅比較不合口味
烏龍麵雞腿很大塊但價格還是偏貴","CP value is not high, holiday, one person eliminates 250, but the item exceeds 250
The seasoning is pretty good, but the portion is very small
It is suitable to look at the scenery and relax.
The banana flavor of the pound cake itself is very heavy with the chocolate sauce above.
But the iron pot pass is less flavorful
Oolong noodle chicken legs are very large but the price is still expensive"
"以網美店來講
又有海景
餐飲也不會太差
算是很棒的了！
烏龍麵雖普通
但鬆餅很推
鬆餅若冰淇淋可以另外放一個碟子
我覺得能更酥脆
低消每人$200
環境舒適，非假日來很好拍照
店員親切","For the net beauty shop
And sea view
Catering will not be too bad
It's great!
Although oolong noodles are ordinary
But muffins are pushing
If the muffin is ice cream, you can put another dish
I think it can be more crispy
Low eliminates $ 200 per person
The environment is comfortable, and the non -holiday is very good to take pictures
Cordial clerk"
"一樓是點餐區也有販賣露營用品
二樓是用餐區，裝潢很用心
飲品色素很多 小孩喝完舌頭都是藍色
嚇死寶寶","On the first floor is the ordering area also sells camping supplies
The second floor is a dining area, and the decoration is very careful
Drinking pigments. Many children are blue after drinking tongue
Scare baby"
低消一人250元（沒有限定要飲料或餐點），結帳時會收8%服務費。餐點主要是烏龍麵再搭不同的湯頭，湯頭有咖哩、奶油、昆布、魚露。還會有主餐搭配，有雞腿、小卷、蔬菜可以選擇。我們點了小卷咖哩烏龍麵和奶油雞腿烏龍麵。份量很足，除了主餐，湯頭裡也有很多蔬菜蠻有飽足感。菜單上還有飲料和點心，比較特別是咖啡沒有拿鐵這個選項，甜點有鬆餅可以搭冰淇淋。我們都點了熱薑汁牛奶，特別是用保溫罐再給一個杯子，很有露營感。整家店就有濃厚的露營感和海洋元素，樓頂痈戶外用餐區，可以看到中角灣，室內就像露營風。一樓有些選物品項包括衣服配件明信片等等的東西可以逛一下。服務人員很棒，消費方式解釋很清楚，上菜和收盤速度也很快。,"Low one person is 250 yuan (there is no limit to drink or meals), and 8%service fee will be charged at checkout.The meal is mainly the oolong noodles and different soups. The soup has curry, cream, kitcus, and fish dew.There will also be main meals with chicken legs, small rolls, and vegetables to choose from.We ordered a small roll of curry oolong noodles and creamy chicken legs.The portion is sufficient. In addition to the main meal, there are many vegetables in the soup.There are also beverages and snacks on the menu. In particular, the coffee has no latte option. There are muffins with muffins to get ice cream.We all ordered hot ginger juice milk, especially to give a cup with a thermal insulation tank, which is very camping.The entire shop has a strong sense of camping and marine elements. The top of the building is outdoor dining area. You can see Midoka Bay. The indoor is like camping.Some items on the first floor, including clothes accessories postcards, can be strolled.The service staff is great, the consumption method is clearly explained, and the speed of serving and closing is also very fast."
全部都用露營的東西好可愛，小卷好吃但當天咖喱沒了好可惜，沙拉的醬很特別非常好吃，飲料、甜點也都很特別，鬆餅是鐵鍋冰淇淋鬆餅要趕快吃不然會泡的濕濕的,"All the camping things are so cute, the small roll is delicious, but the curry was gone that day, it is a pity. The salad sauce is very delicious and delicious. Wet"
"以網美餐廳來說這間的食物真的有出乎我意料, 當天鹹食有烤雞和小卷烏龍麵可以選, 雞腿烤得恰到好處, 小卷很巨, 馬鈴薯和紅蘿蔔也好好吃, 海鹽鬆餅很特別, 是一個碗的形狀裡面放上配料, 冰淇淋非常加分, 飲料類點了薄荷檸檬和鳳梨芒果氣泡飲, 不太甜但又很解暑, 整個吃下來非常滿足, 唯一小缺點就是店太受歡迎人好多, 桌間距太近有點壓迫感","In terms of net beauty restaurants, this food is really unexpected. On the day, the salted chicken and small roll of oolong noodles can be selected. The chicken legs are grilled just right. The small rolls are huge. , Haiyan Poison is very special. It is a bowl in the shape of an ingredient. The ice cream is very extra points. The beverage category ordered mint lemon and pineapple mango bubbles. The small disadvantage is that the store is too popular, and the table distance is too close to a bit oppressive"
"在金山附近，到法鼓山走走，可來這用餐距離很近，餐廳佈置雅緻，餐食好吃，份量也多，還可看見無敵海景，是可以拍網美的地方。

Near Jinshan, you can visit Dharma Drum Mountain and enjoy a meal at this restaurant, which is conveniently located nearby. The restaurant is elegantly decorated, the food is delicious, and the portions are generous. Plus, you can enjoy an unbeatable ocean view, making it a picturesque spot for capturing social media-worthy photos.","Near Jinshan, walking at Fagushan, but the meal distance is very close, the restaurant is elegant, the meals are delicious, and the portion is also large. You can also see the invincible sea view.

Near Jinshan, You Can Visit Dharma Drum Mountain and Enjoy a Meal at this restaurant, which is connected nearby. OOD Is Delicious, And the Portions are Generaus. Plus, you can enjoy an unbeatable Ocean view, Making it a picturesque spot for capturn social media-all photos."
